Date,Rented Bike Count,Temperature(∞C),Humidity(%),Visibility (10m),Dew point temperature(∞C),Functioning Day,Seasons_Spring,Seasons_Summer,Seasons_Winter
1522713600000000000,156,8.8,97.0,196,8.3,1,1.0,0.0,0.0
1522713600000000000,238,9.8,90.0,335,8.2,1,1.0,0.0,0.0
1522713600000000000,272,10.1,88.0,453,8.1,1,1.0,0.0,0.0
1522713600000000000,357,10.7,85.0,393,8.2,1,1.0,0.0,0.0
1522713600000000000,428,10.8,84.0,400,8.1,1,1.0,0.0,0.0
1522713600000000000,473,11.2,83.0,518,8.4,1,1.0,0.0,0.0
1522713600000000000,467,11.7,81.0,616,8.5,1,1.0,0.0,0.0
1522713600000000000,395,11.7,82.0,753,8.7,1,1.0,0.0,0.0
1522713600000000000,490,11.8,82.0,990,8.8,1,1.0,0.0,0.0
1522713600000000000,435,11.5,81.0,1475,8.3,1,1.0,0.0,0.0
1522713600000000000,288,11.2,81.0,1614,8.0,1,1.0,0.0,0.0
1522713600000000000,25,11.3,80.0,1978,7.9,1,1.0,0.0,0.0
1522713600000000000,6,10.6,89.0,606,8.8,1,1.0,0.0,0.0
1522713600000000000,7,9.6,92.0,721,8.3,1,1.0,0.0,0.0
1522713600000000000,8,8.7,91.0,957,7.3,1,1.0,0.0,0.0
1525305600000000000,21,7.6,88.0,1974,5.7,1,1.0,0.0,0.0
1525305600000000000,22,7.0,88.0,2000,5.1,1,1.0,0.0,0.0
1525305600000000000,8,6.3,89.0,1456,4.6,1,1.0,0.0,0.0
1525305600000000000,1,5.7,92.0,458,4.4,1,1.0,0.0,0.0
1525305600000000000,3,5.1,90.0,1005,3.5,1,1.0,0.0,0.0
1525305600000000000,21,4.7,89.0,1242,3.0,1,1.0,0.0,0.0
1525305600000000000,19,4.2,87.0,1979,2.2,1,1.0,0.0,0.0
1525305600000000000,84,3.8,87.0,2000,1.8,1,1.0,0.0,0.0
1525305600000000000,183,3.6,88.0,2000,1.7,1,1.0,0.0,0.0
1525305600000000000,210,3.7,85.0,2000,1.4,1,1.0,0.0,0.0
1525305600000000000,231,4.4,80.0,2000,1.2,1,1.0,0.0,0.0
1525305600000000000,321,6.1,66.0,2000,0.2,1,1.0,0.0,0.0
1525305600000000000,437,7.6,58.0,2000,-0.1,1,1.0,0.0,0.0
1525305600000000000,464,8.3,51.0,2000,-1.2,1,1.0,0.0,0.0
1525305600000000000,547,10.0,44.0,2000,-1.7,1,1.0,0.0,0.0
1525305600000000000,630,10.3,43.0,2000,-1.7,1,1.0,0.0,0.0
1525305600000000000,710,11.0,39.0,2000,-2.4,1,1.0,0.0,0.0
1525305600000000000,854,10.0,43.0,2000,-2.0,1,1.0,0.0,0.0
1525305600000000000,1137,8.1,47.0,2000,-2.5,1,1.0,0.0,0.0
1525305600000000000,772,5.8,53.0,2000,-3.0,1,1.0,0.0,0.0
1525305600000000000,574,4.3,57.0,2000,-3.4,1,1.0,0.0,0.0
1525305600000000000,530,3.1,59.0,2000,-4.1,1,1.0,0.0,0.0
1525305600000000000,465,2.3,63.0,2000,-4.0,1,1.0,0.0,0.0
1525305600000000000,273,1.9,60.0,2000,-5.0,1,1.0,0.0,0.0
1527984000000000000,223,1.3,69.0,2000,-3.7,1,1.0,0.0,0.0
1527984000000000000,187,0.8,67.0,2000,-4.6,1,1.0,0.0,0.0
1527984000000000000,121,0.3,71.0,1999,-4.3,1,1.0,0.0,0.0
1527984000000000000,81,0.1,71.0,2000,-4.5,1,1.0,0.0,0.0
1527984000000000000,78,-0.5,75.0,1967,-4.3,1,1.0,0.0,0.0
1527984000000000000,79,-0.9,78.0,1687,-4.2,1,1.0,0.0,0.0
1527984000000000000,213,-1.0,77.0,1578,-4.5,1,1.0,0.0,0.0
1527984000000000000,579,-1.0,78.0,1484,-4.3,1,1.0,0.0,0.0
1527984000000000000,985,-0.7,76.0,1461,-4.4,1,1.0,0.0,0.0
1527984000000000000,553,1.2,62.0,1338,-5.2,1,1.0,0.0,0.0
1527984000000000000,379,3.7,51.0,1596,-5.5,1,1.0,0.0,0.0
1527984000000000000,473,6.3,41.0,1519,-6.0,1,1.0,0.0,0.0
1527984000000000000,502,8.5,34.0,1876,-6.4,1,1.0,0.0,0.0
1527984000000000000,525,9.3,27.0,1816,-8.7,1,1.0,0.0,0.0
1527984000000000000,564,9.2,27.0,1880,-8.8,1,1.0,0.0,0.0
1527984000000000000,609,10.1,24.0,1839,-9.6,1,1.0,0.0,0.0
1527984000000000000,673,10.6,26.0,1955,-8.1,1,1.0,0.0,0.0
1527984000000000000,871,10.2,27.0,1826,-8.0,1,1.0,0.0,0.0
1527984000000000000,1224,8.7,28.0,2000,-8.8,1,1.0,0.0,0.0
1527984000000000000,822,7.1,30.0,2000,-9.3,1,1.0,0.0,0.0
1527984000000000000,659,6.1,31.0,2000,-9.8,1,1.0,0.0,0.0
1527984000000000000,618,5.5,33.0,1995,-9.5,1,1.0,0.0,0.0
1527984000000000000,512,4.5,40.0,1871,-7.9,1,1.0,0.0,0.0
1527984000000000000,360,3.5,44.0,1905,-7.6,1,1.0,0.0,0.0
1530576000000000000,288,2.8,45.0,1493,-7.9,1,1.0,0.0,0.0
1530576000000000000,193,2.8,46.0,1709,-7.6,1,1.0,0.0,0.0
1530576000000000000,133,2.6,50.0,1962,-6.8,1,1.0,0.0,0.0
1530576000000000000,91,2.7,55.0,1989,-5.4,1,1.0,0.0,0.0
1530576000000000000,48,2.6,61.0,1998,-4.1,1,1.0,0.0,0.0
1530576000000000000,96,2.5,63.0,1987,-3.8,1,1.0,0.0,0.0
1530576000000000000,231,2.4,65.0,1989,-3.5,1,1.0,0.0,0.0
1530576000000000000,594,2.2,65.0,2000,-3.7,1,1.0,0.0,0.0
1530576000000000000,1020,2.6,63.0,1857,-3.7,1,1.0,0.0,0.0
1530576000000000000,563,3.8,58.0,1785,-3.7,1,1.0,0.0,0.0
1530576000000000000,409,5.2,52.0,1808,-3.8,1,1.0,0.0,0.0
1530576000000000000,440,8.0,43.0,1909,-3.8,1,1.0,0.0,0.0
1530576000000000000,547,9.6,39.0,1982,-3.7,1,1.0,0.0,0.0
1530576000000000000,507,9.9,39.0,1911,-3.4,1,1.0,0.0,0.0
1530576000000000000,503,9.8,38.0,1908,-3.8,1,1.0,0.0,0.0
1530576000000000000,613,10.2,34.0,1919,-4.9,1,1.0,0.0,0.0
1530576000000000000,639,10.4,36.0,1963,-4.0,1,1.0,0.0,0.0
1530576000000000000,838,10.4,37.0,2000,-3.6,1,1.0,0.0,0.0
1530576000000000000,1330,9.6,42.0,2000,-2.7,1,1.0,0.0,0.0
1530576000000000000,789,8.9,44.0,2000,-2.7,1,1.0,0.0,0.0
1530576000000000000,583,8.5,46.0,1977,-2.4,1,1.0,0.0,0.0
1530576000000000000,410,7.9,56.0,1975,-0.3,1,1.0,0.0,0.0
1530576000000000000,146,7.2,60.0,1928,0.0,1,1.0,0.0,0.0
1530576000000000000,47,6.0,79.0,918,2.6,1,1.0,0.0,0.0
1533254400000000000,48,5.2,83.0,733,2.5,1,1.0,0.0,0.0
1533254400000000000,22,4.7,86.0,717,2.5,1,1.0,0.0,0.0
1533254400000000000,18,4.2,88.0,553,2.3,1,1.0,0.0,0.0
1533254400000000000,11,3.8,90.0,448,2.3,1,1.0,0.0,0.0
1533254400000000000,7,3.3,90.0,682,1.8,1,1.0,0.0,0.0
1533254400000000000,16,3.1,90.0,974,1.6,1,1.0,0.0,0.0
1533254400000000000,31,3.1,89.0,903,1.4,1,1.0,0.0,0.0
1533254400000000000,63,3.0,90.0,578,1.5,1,1.0,0.0,0.0
1533254400000000000,87,3.0,94.0,444,2.1,1,1.0,0.0,0.0
1533254400000000000,99,3.4,90.0,386,1.9,1,1.0,0.0,0.0
1533254400000000000,164,3.6,88.0,681,1.7,1,1.0,0.0,0.0
1533254400000000000,289,4.5,82.0,1226,1.6,1,1.0,0.0,0.0
1533254400000000000,374,5.6,72.0,1700,0.9,1,1.0,0.0,0.0
1533254400000000000,404,6.7,65.0,1651,0.5,1,1.0,0.0,0.0
1533254400000000000,451,7.7,62.0,1758,0.8,1,1.0,0.0,0.0
1533254400000000000,552,9.2,53.0,1896,0.1,1,1.0,0.0,0.0
1533254400000000000,590,9.5,56.0,994,1.1,1,1.0,0.0,0.0
1533254400000000000,748,7.5,64.0,538,1.1,1,1.0,0.0,0.0
1533254400000000000,1075,5.9,68.0,543,0.4,1,1.0,0.0,0.0
1533254400000000000,676,4.5,72.0,529,-0.1,1,1.0,0.0,0.0
1533254400000000000,582,3.3,74.0,494,-0.8,1,1.0,0.0,0.0
1533254400000000000,530,3.1,74.0,465,-1.0,1,1.0,0.0,0.0
1533254400000000000,496,2.8,74.0,469,-1.3,1,1.0,0.0,0.0
1533254400000000000,314,2.8,73.0,468,-1.5,1,1.0,0.0,0.0
1535932800000000000,271,3.0,72.0,473,-1.5,1,1.0,0.0,0.0
1535932800000000000,227,2.8,73.0,413,-1.5,1,1.0,0.0,0.0
1535932800000000000,154,2.8,74.0,415,-1.3,1,1.0,0.0,0.0
1535932800000000000,104,2.7,75.0,417,-1.2,1,1.0,0.0,0.0
1535932800000000000,65,2.5,76.0,403,-1.3,1,1.0,0.0,0.0
1535932800000000000,87,2.5,76.0,544,-1.3,1,1.0,0.0,0.0
1535932800000000000,194,2.5,71.0,1055,-2.2,1,1.0,0.0,0.0
1535932800000000000,571,1.6,76.0,1024,-2.1,1,1.0,0.0,0.0
1535932800000000000,1029,1.8,67.0,1917,-3.6,1,1.0,0.0,0.0
1535932800000000000,567,3.5,60.0,1969,-3.5,1,1.0,0.0,0.0
1535932800000000000,360,4.8,54.0,1921,-3.7,1,1.0,0.0,0.0
1535932800000000000,443,5.9,51.0,1866,-3.4,1,1.0,0.0,0.0
1535932800000000000,508,6.8,51.0,1617,-2.6,1,1.0,0.0,0.0
1535932800000000000,507,7.5,44.0,1526,-3.9,1,1.0,0.0,0.0
1535932800000000000,539,8.0,42.0,1690,-4.1,1,1.0,0.0,0.0
1535932800000000000,604,7.7,51.0,670,-1.8,1,1.0,0.0,0.0
1535932800000000000,679,9.6,38.0,1052,-4.0,1,1.0,0.0,0.0
1535932800000000000,823,8.9,46.0,789,-2.1,1,1.0,0.0,0.0
1535932800000000000,1210,7.0,55.0,705,-1.4,1,1.0,0.0,0.0
1535932800000000000,710,5.4,60.0,990,-1.7,1,1.0,0.0,0.0
1535932800000000000,532,4.3,67.0,1125,-1.2,1,1.0,0.0,0.0
1535932800000000000,534,3.5,69.0,1177,-1.6,1,1.0,0.0,0.0
1535932800000000000,519,2.9,69.0,1179,-2.2,1,1.0,0.0,0.0
1535932800000000000,308,2.5,72.0,1071,-2.0,1,1.0,0.0,0.0
1538524800000000000,327,2.1,74.0,970,-2.0,1,1.0,0.0,0.0
1538524800000000000,304,2.0,75.0,658,-1.9,1,1.0,0.0,0.0
1538524800000000000,240,1.6,79.0,685,-1.6,1,1.0,0.0,0.0
1538524800000000000,138,1.3,80.0,705,-1.7,1,1.0,0.0,0.0
1538524800000000000,90,0.9,81.0,620,-1.9,1,1.0,0.0,0.0
1538524800000000000,78,0.8,80.0,565,-2.2,1,1.0,0.0,0.0
1538524800000000000,73,1.1,78.0,538,-2.3,1,1.0,0.0,0.0
1538524800000000000,207,0.9,78.0,535,-2.5,1,1.0,0.0,0.0
1538524800000000000,339,1.5,73.0,466,-2.8,1,1.0,0.0,0.0
1538524800000000000,380,2.7,71.0,418,-2.0,1,1.0,0.0,0.0
1538524800000000000,415,3.5,65.0,539,-2.4,1,1.0,0.0,0.0
1538524800000000000,495,5.7,58.0,700,-1.9,1,1.0,0.0,0.0
1538524800000000000,643,7.1,50.0,909,-2.6,1,1.0,0.0,0.0
1538524800000000000,748,8.2,42.0,1261,-3.9,1,1.0,0.0,0.0
1538524800000000000,894,9.2,38.0,1377,-4.4,1,1.0,0.0,0.0
1538524800000000000,919,8.1,36.0,1964,-6.1,1,1.0,0.0,0.0
1538524800000000000,960,8.3,37.0,1867,-5.5,1,1.0,0.0,0.0
1538524800000000000,818,7.7,46.0,1635,-3.2,1,1.0,0.0,0.0
1538524800000000000,657,6.2,61.0,1411,-0.7,1,1.0,0.0,0.0
1538524800000000000,570,5.3,67.0,1314,-0.3,1,1.0,0.0,0.0
1538524800000000000,446,5.2,69.0,1196,0.0,1,1.0,0.0,0.0
1538524800000000000,469,5.0,73.0,1173,0.5,1,1.0,0.0,0.0
1538524800000000000,420,5.0,75.0,1084,0.9,1,1.0,0.0,0.0
1538524800000000000,344,5.1,75.0,950,1.0,1,1.0,0.0,0.0
1541203200000000000,375,5.1,77.0,718,1.3,1,1.0,0.0,0.0
1541203200000000000,221,4.8,80.0,583,1.6,1,1.0,0.0,0.0
1541203200000000000,170,4.7,78.0,466,1.1,1,1.0,0.0,0.0
1541203200000000000,114,4.4,80.0,393,1.2,1,1.0,0.0,0.0
1541203200000000000,79,4.2,81.0,333,1.2,1,1.0,0.0,0.0
1541203200000000000,44,3.9,85.0,264,1.6,1,1.0,0.0,0.0
1541203200000000000,62,3.4,85.0,234,1.1,1,1.0,0.0,0.0
1541203200000000000,118,2.9,84.0,241,0.4,1,1.0,0.0,0.0
1541203200000000000,211,2.8,82.0,240,0.0,1,1.0,0.0,0.0
1541203200000000000,288,3.9,77.0,263,0.2,1,1.0,0.0,0.0
1541203200000000000,393,5.9,69.0,330,0.6,1,1.0,0.0,0.0
1541203200000000000,424,7.6,54.0,430,-1.1,1,1.0,0.0,0.0
1541203200000000000,659,9.2,40.0,592,-3.7,1,1.0,0.0,0.0
1541203200000000000,832,10.3,31.0,885,-6.1,1,1.0,0.0,0.0
1541203200000000000,1136,11.6,20.0,1647,-10.6,1,1.0,0.0,0.0
1541203200000000000,1268,11.9,26.0,1338,-7.0,1,1.0,0.0,0.0
1541203200000000000,1185,11.9,25.0,1424,-7.5,1,1.0,0.0,0.0
1541203200000000000,1016,11.1,25.0,1765,-8.2,1,1.0,0.0,0.0
1541203200000000000,766,9.4,22.0,1995,-11.2,1,1.0,0.0,0.0
1541203200000000000,592,7.8,28.0,1982,-9.6,1,1.0,0.0,0.0
1541203200000000000,527,6.7,32.0,1722,-8.8,1,1.0,0.0,0.0
1541203200000000000,530,5.7,34.0,1520,-8.9,1,1.0,0.0,0.0
1541203200000000000,418,5.3,31.0,1842,-10.5,1,1.0,0.0,0.0
1541203200000000000,287,4.2,34.0,1476,-10.3,1,1.0,0.0,0.0
1543795200000000000,221,3.5,46.0,1040,-7.0,1,1.0,0.0,0.0
1543795200000000000,162,2.9,51.0,1119,-6.2,1,1.0,0.0,0.0
1543795200000000000,94,2.7,46.0,1363,-7.7,1,1.0,0.0,0.0
1543795200000000000,59,2.3,48.0,1448,-7.6,1,1.0,0.0,0.0
1543795200000000000,46,2.8,52.0,1249,-6.1,1,1.0,0.0,0.0
1543795200000000000,105,3.3,53.0,1208,-5.3,1,1.0,0.0,0.0
1543795200000000000,260,2.8,57.0,920,-4.8,1,1.0,0.0,0.0
1543795200000000000,655,3.0,53.0,1094,-5.6,1,1.0,0.0,0.0
1543795200000000000,1052,3.8,47.0,1229,-6.5,1,1.0,0.0,0.0
1543795200000000000,598,4.8,43.0,1200,-6.7,1,1.0,0.0,0.0
1543795200000000000,405,6.6,40.0,1061,-6.0,1,1.0,0.0,0.0
1543795200000000000,462,9.2,33.0,892,-6.2,1,1.0,0.0,0.0
1543795200000000000,577,11.7,32.0,690,-4.4,1,1.0,0.0,0.0
1543795200000000000,584,13.6,34.0,458,-1.9,1,1.0,0.0,0.0
1543795200000000000,597,14.9,34.0,403,-0.8,1,1.0,0.0,0.0
1543795200000000000,686,15.3,32.0,458,-1.3,1,1.0,0.0,0.0
1543795200000000000,743,14.5,34.0,471,-1.2,1,1.0,0.0,0.0
1543795200000000000,919,13.7,38.0,436,-0.3,1,1.0,0.0,0.0
1543795200000000000,1378,12.2,43.0,463,0.0,1,1.0,0.0,0.0
1543795200000000000,934,10.6,47.0,425,-0.2,1,1.0,0.0,0.0
1543795200000000000,791,9.4,50.0,391,-0.5,1,1.0,0.0,0.0
1543795200000000000,761,8.7,49.0,464,-1.4,1,1.0,0.0,0.0
1543795200000000000,687,7.8,49.0,528,-2.2,1,1.0,0.0,0.0
1543795200000000000,396,6.8,56.0,497,-1.3,1,1.0,0.0,0.0
1520899200000000000,308,6.4,62.0,506,-0.3,1,1.0,0.0,0.0
1520899200000000000,230,5.9,65.0,596,-0.1,1,1.0,0.0,0.0
1520899200000000000,160,5.4,66.0,623,-0.4,1,1.0,0.0,0.0
1520899200000000000,102,5.5,62.0,722,-1.2,1,1.0,0.0,0.0
1520899200000000000,87,6.2,59.0,493,-1.2,1,1.0,0.0,0.0
1520899200000000000,96,6.8,56.0,570,-1.3,1,1.0,0.0,0.0
1520899200000000000,251,7.0,58.0,537,-0.7,1,1.0,0.0,0.0
1520899200000000000,661,7.2,56.0,545,-1.0,1,1.0,0.0,0.0
1520899200000000000,1194,8.0,48.0,711,-2.3,1,1.0,0.0,0.0
1520899200000000000,609,9.4,44.0,743,-2.2,1,1.0,0.0,0.0
1520899200000000000,427,10.9,40.0,714,-2.1,1,1.0,0.0,0.0
1520899200000000000,568,12.6,49.0,988,2.1,1,1.0,0.0,0.0
1520899200000000000,619,15.5,47.0,1303,4.2,1,1.0,0.0,0.0
1520899200000000000,671,17.1,42.0,1305,4.0,1,1.0,0.0,0.0
1520899200000000000,697,18.3,43.0,1509,5.4,1,1.0,0.0,0.0
1520899200000000000,805,18.6,47.0,1560,7.0,1,1.0,0.0,0.0
1520899200000000000,878,17.6,53.0,1735,7.8,1,1.0,0.0,0.0
1520899200000000000,1070,16.9,62.0,1562,9.5,1,1.0,0.0,0.0
1520899200000000000,1632,15.7,68.0,1473,9.8,1,1.0,0.0,0.0
1520899200000000000,1203,14.1,77.0,1240,10.1,1,1.0,0.0,0.0
1520899200000000000,974,13.9,77.0,1010,9.9,1,1.0,0.0,0.0
1520899200000000000,970,13.7,79.0,1035,10.1,1,1.0,0.0,0.0
1520899200000000000,900,13.5,81.0,933,10.2,1,1.0,0.0,0.0
1520899200000000000,569,13.4,81.0,958,10.1,1,1.0,0.0,0.0
1520985600000000000,411,13.6,79.0,862,10.0,1,1.0,0.0,0.0
1520985600000000000,308,13.7,73.0,1182,8.9,1,1.0,0.0,0.0
1520985600000000000,225,13.8,70.0,1363,8.4,1,1.0,0.0,0.0
1520985600000000000,141,14.0,67.0,1733,7.9,1,1.0,0.0,0.0
1520985600000000000,81,14.0,70.0,1648,8.6,1,1.0,0.0,0.0
1520985600000000000,122,14.1,69.0,1923,8.4,1,1.0,0.0,0.0
1520985600000000000,289,14.1,69.0,1882,8.4,1,1.0,0.0,0.0
1520985600000000000,776,14.1,69.0,1692,8.4,1,1.0,0.0,0.0
1520985600000000000,1333,14.2,67.0,1812,8.1,1,1.0,0.0,0.0
1520985600000000000,752,14.6,62.0,1768,7.3,1,1.0,0.0,0.0
1520985600000000000,549,15.7,58.0,1980,7.4,1,1.0,0.0,0.0
1520985600000000000,636,17.5,55.0,1892,8.3,1,1.0,0.0,0.0
1520985600000000000,803,19.9,44.0,1874,7.2,1,1.0,0.0,0.0
1520985600000000000,779,20.9,44.0,1795,8.1,1,1.0,0.0,0.0
1520985600000000000,867,21.1,42.0,2000,7.6,1,1.0,0.0,0.0
1520985600000000000,1013,21.7,39.0,1979,7.1,1,1.0,0.0,0.0
1520985600000000000,1035,21.7,41.0,2000,7.8,1,1.0,0.0,0.0
1520985600000000000,1298,20.5,49.0,2000,9.4,1,1.0,0.0,0.0
1520985600000000000,1874,19.2,53.0,2000,9.3,1,1.0,0.0,0.0
1520985600000000000,1424,17.9,54.0,2000,8.4,1,1.0,0.0,0.0
1520985600000000000,1250,17.2,60.0,1993,9.3,1,1.0,0.0,0.0
1520985600000000000,1161,16.8,67.0,1775,10.6,1,1.0,0.0,0.0
1520985600000000000,971,16.2,71.0,1780,10.9,1,1.0,0.0,0.0
1520985600000000000,583,16.1,69.0,1666,10.4,1,1.0,0.0,0.0
1521072000000000000,465,16.0,69.0,1863,10.3,1,1.0,0.0,0.0
1521072000000000000,354,16.3,68.0,1859,10.3,1,1.0,0.0,0.0
1521072000000000000,202,16.5,68.0,1724,10.5,1,1.0,0.0,0.0
1521072000000000000,50,16.5,69.0,1659,10.7,1,1.0,0.0,0.0
1521072000000000000,8,15.1,86.0,877,12.7,1,1.0,0.0,0.0
1521072000000000000,7,14.5,94.0,487,13.5,1,1.0,0.0,0.0
1521072000000000000,9,14.4,96.0,453,13.7,1,1.0,0.0,0.0
1521072000000000000,14,14.3,97.0,189,13.8,1,1.0,0.0,0.0
1521072000000000000,38,14.1,97.0,342,13.6,1,1.0,0.0,0.0
1521072000000000000,31,14.1,98.0,253,13.7,1,1.0,0.0,0.0
1521072000000000000,26,14.2,98.0,299,13.8,1,1.0,0.0,0.0
1521072000000000000,64,13.9,98.0,296,13.5,1,1.0,0.0,0.0
1521072000000000000,203,13.3,97.0,771,12.8,1,1.0,0.0,0.0
1521072000000000000,268,12.7,97.0,467,12.2,1,1.0,0.0,0.0
1521072000000000000,288,12.1,97.0,177,11.6,1,1.0,0.0,0.0
1521072000000000000,328,11.6,97.0,117,11.1,1,1.0,0.0,0.0
1521072000000000000,213,10.7,98.0,196,10.3,1,1.0,0.0,0.0
1521072000000000000,410,10.9,98.0,222,10.5,1,1.0,0.0,0.0
1521072000000000000,669,10.4,98.0,116,10.0,1,1.0,0.0,0.0
1521072000000000000,600,10.4,98.0,391,10.0,1,1.0,0.0,0.0
1521072000000000000,530,10.5,97.0,372,10.0,1,1.0,0.0,0.0
1521072000000000000,564,10.4,96.0,499,9.7,1,1.0,0.0,0.0
1521072000000000000,504,9.8,90.0,493,8.2,1,1.0,0.0,0.0
1521072000000000000,342,9.3,90.0,609,7.7,1,1.0,0.0,0.0
1521158400000000000,286,8.4,86.0,2000,6.1,1,1.0,0.0,0.0
1521158400000000000,277,7.2,83.0,2000,4.4,1,1.0,0.0,0.0
1521158400000000000,177,6.7,72.0,2000,1.9,1,1.0,0.0,0.0
1521158400000000000,101,6.1,67.0,2000,0.4,1,1.0,0.0,0.0
1521158400000000000,84,5.7,62.0,2000,-1.0,1,1.0,0.0,0.0
1521158400000000000,84,5.2,60.0,2000,-1.9,1,1.0,0.0,0.0
1521158400000000000,221,4.4,61.0,2000,-2.4,1,1.0,0.0,0.0
1521158400000000000,645,3.7,59.0,2000,-3.5,1,1.0,0.0,0.0
1521158400000000000,1156,3.8,56.0,2000,-4.1,1,1.0,0.0,0.0
1521158400000000000,676,5.2,51.0,2000,-4.1,1,1.0,0.0,0.0
1521158400000000000,505,6.7,46.0,1936,-4.1,1,1.0,0.0,0.0
1521158400000000000,554,8.2,45.0,1992,-3.0,1,1.0,0.0,0.0
1521158400000000000,697,9.4,40.0,1913,-3.5,1,1.0,0.0,0.0
1521158400000000000,707,10.4,38.0,1959,-3.3,1,1.0,0.0,0.0
1521158400000000000,762,11.0,36.0,1973,-3.5,1,1.0,0.0,0.0
1521158400000000000,911,11.9,32.0,1976,-4.3,1,1.0,0.0,0.0
1521158400000000000,964,11.6,31.0,1999,-4.9,1,1.0,0.0,0.0
1521158400000000000,1141,11.2,30.0,2000,-5.7,1,1.0,0.0,0.0
1521158400000000000,1552,10.0,33.0,2000,-5.5,1,1.0,0.0,0.0
1521158400000000000,962,8.1,36.0,2000,-6.1,1,1.0,0.0,0.0
1521158400000000000,764,6.7,41.0,2000,-5.6,1,1.0,0.0,0.0
1521158400000000000,702,5.8,43.0,2000,-5.8,1,1.0,0.0,0.0
1521158400000000000,653,4.9,46.0,2000,-5.7,1,1.0,0.0,0.0
1521158400000000000,454,4.2,47.0,2000,-6.1,1,1.0,0.0,0.0
1521244800000000000,413,3.7,48.0,2000,-6.3,1,1.0,0.0,0.0
1521244800000000000,365,3.0,52.0,2000,-5.9,1,1.0,0.0,0.0
1521244800000000000,267,2.3,56.0,2000,-5.5,1,1.0,0.0,0.0
1521244800000000000,156,1.8,59.0,2000,-5.3,1,1.0,0.0,0.0
1521244800000000000,102,1.3,61.0,2000,-5.4,1,1.0,0.0,0.0
1521244800000000000,59,1.0,62.0,2000,-5.4,1,1.0,0.0,0.0
1521244800000000000,108,0.8,63.0,2000,-5.4,1,1.0,0.0,0.0
1521244800000000000,192,0.5,64.0,2000,-5.5,1,1.0,0.0,0.0
1521244800000000000,383,1.3,57.0,1974,-6.2,1,1.0,0.0,0.0
1521244800000000000,518,3.4,49.0,1950,-6.3,1,1.0,0.0,0.0
1521244800000000000,558,6.0,43.0,1829,-5.6,1,1.0,0.0,0.0
1521244800000000000,733,8.0,39.0,1783,-5.1,1,1.0,0.0,0.0
1521244800000000000,921,10.0,38.0,1677,-3.6,1,1.0,0.0,0.0
1521244800000000000,1094,10.9,32.0,1772,-5.1,1,1.0,0.0,0.0
1521244800000000000,1268,12.1,29.0,1734,-5.4,1,1.0,0.0,0.0
1521244800000000000,1453,13.2,23.0,1696,-7.5,1,1.0,0.0,0.0
1521244800000000000,1391,13.7,28.0,1499,-4.5,1,1.0,0.0,0.0
1521244800000000000,1247,12.1,34.0,1240,-3.3,1,1.0,0.0,0.0
1521244800000000000,922,10.6,42.0,1307,-1.8,1,1.0,0.0,0.0
1521244800000000000,710,8.8,49.0,1207,-1.3,1,1.0,0.0,0.0
1521244800000000000,681,7.9,54.0,1005,-0.8,1,1.0,0.0,0.0
1521244800000000000,617,7.4,54.0,1142,-1.3,1,1.0,0.0,0.0
1521244800000000000,559,7.0,55.0,1041,-1.4,1,1.0,0.0,0.0
1521244800000000000,421,6.4,59.0,961,-1.0,1,1.0,0.0,0.0
1521331200000000000,406,5.9,56.0,1019,-2.2,1,1.0,0.0,0.0
1521331200000000000,308,5.7,55.0,1043,-2.6,1,1.0,0.0,0.0
1521331200000000000,225,5.5,56.0,1067,-2.5,1,1.0,0.0,0.0
1521331200000000000,173,5.5,57.0,1079,-2.3,1,1.0,0.0,0.0
1521331200000000000,105,5.6,55.0,1115,-2.7,1,1.0,0.0,0.0
1521331200000000000,66,5.6,55.0,1008,-2.7,1,1.0,0.0,0.0
1521331200000000000,72,5.7,54.0,1208,-2.9,1,1.0,0.0,0.0
1521331200000000000,151,5.5,58.0,937,-2.1,1,1.0,0.0,0.0
1521331200000000000,292,5.9,58.0,861,-1.7,1,1.0,0.0,0.0
1521331200000000000,397,6.3,53.0,849,-2.5,1,1.0,0.0,0.0
1521331200000000000,459,7.2,53.0,709,-1.7,1,1.0,0.0,0.0
1521331200000000000,583,8.5,49.0,718,-1.6,1,1.0,0.0,0.0
1521331200000000000,742,9.8,46.0,710,-1.2,1,1.0,0.0,0.0
1521331200000000000,869,10.6,43.0,705,-1.4,1,1.0,0.0,0.0
1521331200000000000,981,11.0,41.0,763,-1.7,1,1.0,0.0,0.0
1521331200000000000,1111,12.0,37.0,879,-2.2,1,1.0,0.0,0.0
1521331200000000000,1045,12.3,30.0,1263,-4.8,1,1.0,0.0,0.0
1521331200000000000,597,11.1,42.0,765,-1.3,1,1.0,0.0,0.0
1521331200000000000,364,10.4,47.0,824,-0.4,1,1.0,0.0,0.0
1521331200000000000,236,10.0,53.0,796,0.8,1,1.0,0.0,0.0
1521331200000000000,145,9.2,66.0,513,3.1,1,1.0,0.0,0.0
1521331200000000000,70,8.8,72.0,501,4.0,1,1.0,0.0,0.0
1521331200000000000,69,8.1,76.0,492,4.1,1,1.0,0.0,0.0
1521331200000000000,52,7.4,80.0,471,4.1,1,1.0,0.0,0.0
1521417600000000000,66,7.0,81.0,421,3.9,1,1.0,0.0,0.0
1521417600000000000,37,6.7,84.0,320,4.1,1,1.0,0.0,0.0
