Date,Rented Bike Count,Hour,Temperature(∞C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(∞C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Functioning Day,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday
1521158400000000000,286,0,8.4,86.0,2.2,2000,6.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,277,1,7.2,83.0,2.1,2000,4.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,177,2,6.7,72.0,2.1,2000,1.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,101,3,6.1,67.0,2.6,2000,0.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,84,4,5.7,62.0,2.4,2000,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,84,5,5.2,60.0,2.0,2000,-1.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,221,6,4.4,61.0,1.7,2000,-2.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,645,7,3.7,59.0,2.9,2000,-3.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,1156,8,3.8,56.0,2.4,2000,-4.1,0.32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,676,9,5.2,51.0,1.7,2000,-4.1,1.08,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,505,10,6.7,46.0,2.2,1936,-4.1,1.79,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,554,11,8.2,45.0,2.4,1992,-3.0,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,697,12,9.4,40.0,2.6,1913,-3.5,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,707,13,10.4,38.0,2.4,1959,-3.3,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,762,14,11.0,36.0,1.8,1973,-3.5,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,911,15,11.9,32.0,1.9,1976,-4.3,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,964,16,11.6,31.0,1.4,1999,-4.9,2.11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,1141,17,11.2,30.0,1.5,2000,-5.7,1.44,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,1552,18,10.0,33.0,1.2,2000,-5.5,0.68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,962,19,8.1,36.0,1.2,2000,-6.1,0.06,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,764,20,6.7,41.0,1.0,2000,-5.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,702,21,5.8,43.0,1.8,2000,-5.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,653,22,4.9,46.0,0.8,2000,-5.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521158400000000000,454,23,4.2,47.0,1.3,2000,-6.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,413,0,3.7,48.0,1.6,2000,-6.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,365,1,3.0,52.0,0.7,2000,-5.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,267,2,2.3,56.0,0.6,2000,-5.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,156,3,1.8,59.0,0.7,2000,-5.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,102,4,1.3,61.0,0.7,2000,-5.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,59,5,1.0,62.0,0.9,2000,-5.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,108,6,0.8,63.0,1.0,2000,-5.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,192,7,0.5,64.0,0.8,2000,-5.5,0.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,383,8,1.3,57.0,1.0,1974,-6.2,0.32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,518,9,3.4,49.0,1.6,1950,-6.3,1.03,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,558,10,6.0,43.0,1.0,1829,-5.6,1.69,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,733,11,8.0,39.0,1.2,1783,-5.1,2.26,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,921,12,10.0,38.0,1.5,1677,-3.6,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,1094,13,10.9,32.0,1.2,1772,-5.1,2.22,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,1268,14,12.1,29.0,2.3,1734,-5.4,2.26,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,1453,15,13.2,23.0,2.8,1696,-7.5,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,1391,16,13.7,28.0,2.1,1499,-4.5,1.88,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,1247,17,12.1,34.0,2.5,1240,-3.3,0.81,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,922,18,10.6,42.0,2.8,1307,-1.8,0.31,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,710,19,8.8,49.0,3.2,1207,-1.3,0.05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,681,20,7.9,54.0,2.3,1005,-0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,617,21,7.4,54.0,2.0,1142,-1.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,559,22,7.0,55.0,2.7,1041,-1.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521244800000000000,421,23,6.4,59.0,1.1,961,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,406,0,5.9,56.0,1.1,1019,-2.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,308,1,5.7,55.0,1.4,1043,-2.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,225,2,5.5,56.0,1.2,1067,-2.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,173,3,5.5,57.0,1.1,1079,-2.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,105,4,5.6,55.0,0.4,1115,-2.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,66,5,5.6,55.0,1.2,1008,-2.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,72,6,5.7,54.0,1.7,1208,-2.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,151,7,5.5,58.0,1.0,937,-2.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,292,8,5.9,58.0,1.8,861,-1.7,0.11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,397,9,6.3,53.0,0.5,849,-2.5,0.34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,459,10,7.2,53.0,1.6,709,-1.7,0.45,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,583,11,8.5,49.0,0.7,718,-1.6,0.76,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,742,12,9.8,46.0,1.2,710,-1.2,1.13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,869,13,10.6,43.0,1.3,705,-1.4,1.07,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,981,14,11.0,41.0,1.1,763,-1.7,0.81,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,1111,15,12.0,37.0,0.8,879,-2.2,1.09,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,1045,16,12.3,30.0,1.6,1263,-4.8,0.94,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,597,17,11.1,42.0,2.2,765,-1.3,0.34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,364,18,10.4,47.0,0.4,824,-0.4,0.14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,236,19,10.0,53.0,1.7,796,0.8,0.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,145,20,9.2,66.0,1.1,513,3.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,70,21,8.8,72.0,0.9,501,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,69,22,8.1,76.0,0.8,492,4.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521331200000000000,52,23,7.4,80.0,1.3,471,4.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,66,0,7.0,81.0,1.1,421,3.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,37,1,6.7,84.0,0.8,320,4.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,27,2,6.6,86.0,0.6,416,4.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,11,3,6.5,88.0,0.9,276,4.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,8,4,6.3,90.0,1.0,240,4.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,26,5,6.2,89.0,1.5,338,4.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,90,6,6.5,88.0,1.2,417,4.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,369,7,6.5,88.0,1.4,515,4.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,588,8,7.3,84.0,2.2,813,4.7,0.05,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,386,9,8.2,81.0,2.7,1273,5.1,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,291,10,9.1,77.0,2.7,1587,5.2,0.27,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,392,11,10.2,65.0,3.3,2000,3.9,0.57,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,402,12,10.2,58.0,3.5,2000,2.2,0.32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,386,13,10.1,61.0,3.7,1504,2.9,0.38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,325,14,10.1,59.0,3.3,2000,2.4,0.57,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,262,15,9.8,57.0,3.0,2000,1.6,0.43,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,270,16,8.9,63.0,3.0,1614,2.2,0.28,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,599,17,8.5,59.0,2.7,1927,0.9,0.16,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,1180,18,8.6,55.0,2.4,1958,0.0,0.09,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,808,19,8.4,51.0,3.3,1977,-1.1,0.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,703,20,8.3,47.0,3.1,2000,-2.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,723,21,8.0,47.0,3.3,2000,-2.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,562,22,7.6,48.0,3.1,2000,-2.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521417600000000000,381,23,6.9,44.0,3.3,2000,-4.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,296,0,6.3,42.0,3.3,2000,-5.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,242,1,5.5,42.0,3.1,2000,-6.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,164,2,5.1,44.0,3.4,2000,-6.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,94,3,4.7,44.0,3.8,2000,-6.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,68,4,4.4,44.0,3.1,2000,-6.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,91,5,4.1,42.0,3.1,2000,-7.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,234,6,3.9,43.0,3.4,2000,-7.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,670,7,3.8,44.0,4.1,2000,-7.3,0.02,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,1192,8,4.3,43.0,4.2,2000,-7.2,0.37,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,654,9,5.7,38.0,3.9,1985,-7.5,0.98,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,417,10,7.4,35.0,3.5,1990,-7.0,1.81,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,486,11,8.4,34.0,3.6,1966,-6.5,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,520,12,9.0,33.0,3.1,1985,-6.4,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,514,13,8.0,37.0,3.4,2000,-5.8,1.96,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,476,14,7.3,38.0,3.4,1997,-6.1,1.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,490,15,6.5,39.0,3.3,2000,-6.4,1.21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,516,16,5.6,42.0,4.2,2000,-6.3,0.81,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,711,17,4.9,43.0,4.3,2000,-6.6,0.42,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,1094,18,4.1,43.0,3.5,2000,-7.3,0.21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,708,19,3.2,45.0,3.7,2000,-7.6,0.02,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,540,20,2.7,45.0,3.3,2000,-8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,492,21,2.3,40.0,3.3,2000,-9.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,459,22,2.0,37.0,2.7,2000,-11.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521504000000000000,293,23,1.8,37.0,2.3,2000,-11.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,239,0,1.6,39.0,2.3,2000,-10.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,222,1,1.5,40.0,2.8,2000,-10.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,146,2,1.4,40.0,2.9,2000,-10.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,81,3,1.3,40.0,2.1,2000,-10.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,69,4,1.3,39.0,2.3,2000,-11.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,79,5,1.3,40.0,2.3,2000,-10.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,208,6,1.4,42.0,1.7,2000,-10.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,599,7,1.4,43.0,1.5,2000,-9.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,1081,8,1.6,42.0,1.8,2000,-9.9,0.13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,607,9,2.5,40.0,1.9,2000,-9.7,0.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,373,10,3.6,37.0,1.3,2000,-9.7,0.83,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,338,11,4.8,35.0,2.1,2000,-9.4,1.38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,332,12,4.8,51.0,2.2,1715,-4.5,1.12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,195,13,4.0,64.0,2.0,1834,-2.2,0.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,116,14,1.9,89.0,1.5,102,0.2,0.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,183,15,2.2,85.0,1.3,2000,0.0,0.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,240,16,2.4,79.0,1.9,1995,-0.8,0.37,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,318,17,2.5,78.0,2.0,2000,-0.9,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,608,18,2.0,77.0,1.3,2000,-1.6,0.07,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,401,19,2.0,81.0,0.7,2000,-0.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,119,20,1.7,85.0,1.3,396,-0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,230,21,1.2,92.0,0.7,1474,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,319,22,1.2,87.0,0.9,1802,-0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521590400000000000,225,23,1.5,86.0,1.2,1495,-0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,242,0,1.6,86.0,1.7,1141,-0.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,246,1,1.6,85.0,2.0,952,-0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,172,2,1.5,86.0,2.5,782,-0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,106,3,1.3,87.0,1.7,822,-0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,74,4,1.3,87.0,2.2,937,-0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,80,5,1.1,88.0,0.9,927,-0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,211,6,0.8,88.0,1.0,900,-0.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,595,7,0.6,85.0,1.5,1321,-1.6,0.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,1154,8,1.1,79.0,1.7,1480,-2.1,0.36,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,646,9,2.5,67.0,1.3,1472,-3.0,1.11,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,445,10,4.9,56.0,1.9,1480,-3.1,1.76,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,562,11,6.9,46.0,2.1,1541,-3.9,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,661,12,8.3,36.0,2.5,1665,-5.9,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,641,13,9.9,29.0,3.2,1641,-7.3,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,667,14,11.4,30.0,3.1,1672,-5.5,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,749,15,10.7,34.0,4.3999999999999995,1850,-4.5,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,743,16,10.3,34.0,3.8,1850,-4.9,1.93,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,987,17,9.6,38.0,3.2,1606,-4.0,1.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,1439,18,7.9,46.0,3.1,1057,-3.0,0.58,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,911,19,6.2,54.0,1.8,883,-2.4,0.08,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,730,20,5.1,56.0,2.0,899,-2.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,718,21,4.5,62.0,2.0,826,-2.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,614,22,3.9,66.0,2.7,990,-1.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521676800000000000,427,23,3.4,69.0,1.1,895,-1.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,334,0,2.9,72.0,1.3,903,-1.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,282,1,2.5,75.0,1.5,786,-1.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,215,2,2.2,80.0,1.4,615,-0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,127,3,1.9,81.0,1.1,525,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,91,4,2.0,80.0,0.8,474,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,94,5,2.2,79.0,0.8,553,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,242,6,2.3,80.0,0.7,546,-0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,654,7,2.5,79.0,1.4,536,-0.7,0.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,1195,8,2.6,77.0,1.3,567,-1.0,0.21,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,657,9,3.3,72.0,1.4,618,-1.2,0.61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,460,10,5.4,64.0,1.6,637,-0.8,1.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,580,11,7.1,50.0,1.7,799,-2.6,2.24,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,683,12,9.3,37.0,2.3,940,-4.6,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,675,13,10.9,36.0,2.1,1073,-3.6,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,749,14,12.4,33.0,2.9,811,-3.4,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,838,15,12.1,30.0,3.0,1120,-4.9,2.325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,889,16,12.2,24.0,2.8,1655,-7.8,1.98,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,1091,17,11.2,27.0,3.5,1585,-7.1,1.19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,1531,18,9.7,36.0,3.6,948,-4.6,0.37,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,920,19,8.3,48.0,3.0,779,-2.0,0.06,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,716,20,6.7,48.0,2.6,774,-3.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,669,21,5.8,60.0,2.2,650,-1.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,631,22,5.3,63.0,1.8,591,-1.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521763200000000000,421,23,5.0,42.0,1.7,717,-6.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521849600000000000,402,0,4.7,46.0,1.7,746,-5.9,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521849600000000000,359,1,4.7,51.0,1.1,728,-4.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521849600000000000,304,2,5.0,50.0,1.7,669,-4.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521849600000000000,196,3,5.0,51.0,0.8,659,-4.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521849600000000000,121,4,5.1,54.0,1.2,550,-3.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
1521849600000000000,81,5,4.7,54.0,1.3,543,-3.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,No Holiday
